gene	cluster
MA_10432806g0020	Cluster1
MA_10428771g0010	Cluster1
MA_2017g0010	Cluster1
MA_10435869g0010	Cluster1
MA_5559782g0010	Cluster1
MA_1213520g0010	Cluster1
MA_129980g0010	Cluster1
MA_20016g0010	Cluster1
MA_1787g0020	Cluster1
MA_218163g0010	Cluster1
MA_4815g0010	Cluster1
MA_17978g0010	Cluster1
MA_18853g0010	Cluster1
MA_10436811g0010	Cluster1
MA_10435692g0020	Cluster1
MA_3900929g0010	Cluster1
MA_121534g0010	Cluster1
MA_10431099g0010	Cluster1
MA_10435548g0010	Cluster1
MA_79750g0010	Cluster1
MA_19355g0010	Cluster1
MA_483025g0010	Cluster1
MA_61437g0010	Cluster1
MA_15224g0010	Cluster1
MA_10436401g0020	Cluster1
MA_101370g0010	Cluster1
MA_3413240g0010	Cluster1
MA_5409604g0010	Cluster1
MA_10067338g0010	Cluster1
MA_596516g0010	Cluster1
MA_10433341g0010	Cluster1
MA_600146g0010	Cluster1
MA_10426544g0020	Cluster1
MA_9299g0010	Cluster1
MA_139514g0010	Cluster1
MA_959589g0010	Cluster1
MA_193378g0010	Cluster1
MA_74765g0010	Cluster1
MA_10426425g0010	Cluster1
MA_10430651g0010	Cluster1
MA_10429212g0010	Cluster1
MA_13683g0010	Cluster1
MA_170g0010	Cluster1
MA_91728g0010	Cluster1
MA_10431727g0010	Cluster1
MA_17423g0010	Cluster1
MA_156275g0010	Cluster1
MA_112632g0010	Cluster1
MA_8088684g0010	Cluster1
MA_570170g0010	Cluster1
MA_10437071g0010	Cluster1
MA_9461995g0010	Cluster1
MA_704500g0010	Cluster1
MA_9095896g0010	Cluster1
MA_10432311g0010	Cluster1
MA_30758g0010	Cluster1
MA_5220g0010	Cluster1
MA_10428416g0010	Cluster1
MA_10431723g0010	Cluster1
MA_118288g0010	Cluster1
MA_9458g0010	Cluster1
MA_10430035g0010	Cluster1
MA_18005g0010	Cluster1
MA_80920g0010	Cluster1
MA_8854574g0010	Cluster1
MA_10436255g0010	Cluster1
MA_10427399g0010	Cluster1
MA_46772g0010	Cluster1
MA_9597g0010	Cluster1
MA_10431762g0010	Cluster1
MA_10171045g0010	Cluster1
MA_10426426g0010	Cluster1
MA_10433252g0010	Cluster1
MA_41933g0010	Cluster1
MA_10431563g0010	Cluster1
MA_10436138g0010	Cluster1
MA_45527g0010	Cluster1
MA_947959g0010	Cluster1
MA_10259610g0010	Cluster1
MA_10435459g0010	Cluster1
MA_31778g0010	Cluster1
MA_10428984g0010	Cluster1
MA_10289712g0010	Cluster1
MA_285121g0010	Cluster1
MA_362439g0010	Cluster1
MA_9711944g0010	Cluster1
MA_4978040g0010	Cluster1
MA_938199g0010	Cluster1
MA_8596g0010	Cluster1
MA_7877g0010	Cluster1
MA_10426599g0010	Cluster1
MA_117364g0010	Cluster1
MA_9937121g0010	Cluster1
MA_14543g0010	Cluster1
MA_42655g0010	Cluster1
MA_10430681g0030	Cluster1
MA_10430681g0040	Cluster1
MA_175001g0030	Cluster1
MA_10436599g0010	Cluster1
MA_9373130g0010	Cluster1
MA_10428283g0010	Cluster1
MA_10428568g0010	Cluster1
MA_337708g0010	Cluster1
MA_194g0030	Cluster1
MA_20260g0010	Cluster1
MA_10431230g0010	Cluster1
MA_181749g0010	Cluster1
MA_185611g0010	Cluster1
MA_19018g0010	Cluster1
MA_59064g0020	Cluster1
MA_10209746g0010	Cluster1
MA_10427382g0010	Cluster1
MA_5287g0010	Cluster1
MA_273859g0010	Cluster1
MA_130768g0010	Cluster1
MA_10427895g0010	Cluster1
MA_8680235g0010	Cluster1
MA_7645347g0010	Cluster1
MA_52085g0010	Cluster1
MA_161971g0010	Cluster1
MA_6722g0010	Cluster1
MA_10437035g0030	Cluster1
MA_10437035g0010	Cluster1
MA_10437035g0040	Cluster1
MA_332015g0010	Cluster1
MA_496294g0010	Cluster1
MA_10426544g0010	Cluster1
MA_46983g0010	Cluster1
MA_514096g0010	Cluster1
MA_7184769g0010	Cluster1
MA_66158g0010	Cluster1
MA_2613706g0010	Cluster1
MA_3040g0010	Cluster1
MA_922187g0010	Cluster1
MA_103310g0010	Cluster1
MA_643265g0010	Cluster1
MA_10430777g0010	Cluster1
MA_369206g0010	Cluster1
MA_172498g0010	Cluster1
MA_10429770g0010	Cluster1
MA_135963g0010	Cluster1
MA_48585g0010	Cluster1
MA_10429587g0010	Cluster1
MA_788228g0010	Cluster1
MA_10597g0010	Cluster1
MA_985g0020	Cluster1
MA_985g0010	Cluster1
MA_10312128g0010	Cluster1
MA_13470g0010	Cluster1
MA_102223g0010	Cluster1
MA_10182170g0010	Cluster1
MA_15356g0010	Cluster1
MA_10429386g0010	Cluster1
MA_38887g0010	Cluster1
MA_81771g0010	Cluster1
MA_10429596g0010	Cluster1
MA_8538790g0010	Cluster1
MA_103312g0010	Cluster1
MA_8063418g0010	Cluster1
MA_109150g0010	Cluster1
MA_116088g0010	Cluster1
MA_10316972g0010	Cluster1
MA_83232g0010	Cluster1
MA_68668g0010	Cluster1
MA_15462g0010	Cluster1
MA_10427386g0010	Cluster1
MA_10436279g0020	Cluster1
MA_10429022g0020	Cluster1
MA_10432097g0020	Cluster1
MA_1961255g0010	Cluster1
MA_12466g0020	Cluster1
MA_86450g0010	Cluster1
MA_104187g0020	Cluster1
MA_4339g0010	Cluster1
MA_470779g0010	Cluster1
MA_9984443g0020	Cluster1
MA_10352g0010	Cluster1
MA_238844g0010	Cluster1
MA_6152934g0010	Cluster1
MA_10436817g0010	Cluster1
MA_1354983g0010	Cluster1
MA_102653g0020	Cluster1
MA_35764g0010	Cluster1
MA_10426497g0020	Cluster1
MA_10429059g0010	Cluster1
MA_178599g0010	Cluster1
MA_10433019g0010	Cluster1
MA_37441g0010	Cluster1
MA_162550g0010	Cluster1
MA_10051537g0010	Cluster1
MA_7352647g0010	Cluster1
MA_10432470g0010	Cluster1
MA_138103g0010	Cluster1
MA_9514701g0010	Cluster1
MA_10430772g0010	Cluster1
MA_10436942g0010	Cluster1
MA_7369810g0010	Cluster1
MA_480180g0010	Cluster1
MA_10436685g0020	Cluster1
MA_10431298g0010	Cluster1
MA_25308g0010	Cluster1
MA_10436642g0010	Cluster1
MA_9453036g0010	Cluster1
MA_83398g0010	Cluster1
MA_141469g0010	Cluster1
MA_10078828g0010	Cluster1
MA_40151g0020	Cluster1
MA_748564g0010	Cluster1
MA_10433732g0020	Cluster1
MA_1869g0010	Cluster1
MA_101107g0010	Cluster1
MA_376530g0010	Cluster1
MA_5278g0010	Cluster1
MA_92056g0010	Cluster1
MA_8277894g0010	Cluster1
MA_138441g0010	Cluster1
MA_130040g0010	Cluster1
MA_10426357g0010	Cluster1
MA_205576g0010	Cluster1
MA_385187g0010	Cluster1
MA_71399g0010	Cluster1
MA_6778g0010	Cluster1
MA_10428573g0010	Cluster1
MA_159838g0010	Cluster1
MA_10429984g0020	Cluster1
MA_390544g0010	Cluster1
MA_10429255g0010	Cluster1
MA_467153g0010	Cluster1
MA_10667g0010	Cluster1
MA_10431340g0010	Cluster1
MA_52055g0010	Cluster1
MA_128658g0010	Cluster1
MA_89226g0010	Cluster1
MA_5395g0030	Cluster1
MA_2692g0010	Cluster1
MA_10426546g0020	Cluster1
MA_10426323g0010	Cluster1
MA_342670g0010	Cluster1
MA_809519g0020	Cluster1
MA_66897g0010	Cluster1
MA_660111g0010	Cluster1
MA_44078g0010	Cluster1
MA_38871g0010	Cluster1
MA_10373161g0010	Cluster1
MA_18142g0010	Cluster1
MA_10435787g0020	Cluster1
MA_267089g0010	Cluster1
MA_18743g0010	Cluster1
MA_7649391g0010	Cluster1
MA_6240227g0010	Cluster1
MA_2516g0010	Cluster1
MA_18170g0010	Cluster1
MA_10434951g0010	Cluster1
MA_9367863g0010	Cluster1
MA_5033617g0010	Cluster1
MA_200613g0010	Cluster1
MA_10388205g0010	Cluster1
MA_815145g0010	Cluster1
MA_14272g0010	Cluster1
MA_25773g0010	Cluster1
MA_10435291g0010	Cluster1
MA_10427678g0010	Cluster1
MA_313801g0010	Cluster1
MA_3845g0010	Cluster1
MA_3550g0020	Cluster1
MA_10429182g0010	Cluster1
MA_291935g0010	Cluster1
MA_3688g0010	Cluster1
MA_8619937g0010	Cluster1
MA_15650g0010	Cluster1
MA_496564g0010	Cluster1
MA_114300g0010	Cluster1
MA_84361g0010	Cluster1
MA_271349g0010	Cluster1
MA_909864g0010	Cluster1
MA_5681731g0010	Cluster1
MA_484913g0010	Cluster1
MA_9396371g0010	Cluster1
MA_10428570g0010	Cluster1
MA_9682710g0010	Cluster1
MA_9188108g0010	Cluster1
MA_25199g0020	Cluster1
MA_39829g0020	Cluster1
MA_10432136g0020	Cluster1
MA_68105g0010	Cluster1
MA_41974g0010	Cluster1
MA_90279g0010	Cluster1
MA_4824581g0010	Cluster1
MA_10433086g0010	Cluster1
MA_70893g0010	Cluster1
MA_19584g0010	Cluster1
MA_10430469g0020	Cluster1
MA_704702g0010	Cluster1
MA_831116g0010	Cluster1
MA_103226g0010	Cluster1
MA_101084g0010	Cluster1
MA_8739g0010	Cluster1
MA_373999g0010	Cluster1
MA_10433346g0010	Cluster1
MA_171093g0010	Cluster1
MA_9971131g0010	Cluster1
MA_10435905g0020	Cluster1
MA_10430106g0010	Cluster1
MA_9812198g0010	Cluster1
MA_41664g0010	Cluster1
MA_519042g0010	Cluster1
MA_325358g0010	Cluster1
MA_247226g0010	Cluster1
MA_890339g0010	Cluster1
MA_218975g0010	Cluster1
MA_10432264g0010	Cluster1
MA_7866760g0010	Cluster1
MA_12406g0010	Cluster1
MA_10437164g0010	Cluster1
MA_10427828g0020	Cluster1
MA_2962g0010	Cluster1
MA_75297g0010	Cluster1
MA_7398g0010	Cluster1
MA_10198808g0010	Cluster1
MA_10431251g0010	Cluster1
MA_476625g0010	Cluster1
MA_123267g0010	Cluster1
MA_50261g0010	Cluster1
MA_35091g0010	Cluster1
MA_9575031g0010	Cluster1
MA_10428341g0010	Cluster1
MA_758022g0010	Cluster1
MA_6978073g0010	Cluster1
MA_5426162g0010	Cluster1
MA_10435545g0020	Cluster1
MA_488729g0010	Cluster1
MA_1918g0010	Cluster1
MA_9349g0010	Cluster1
MA_64990g0010	Cluster1
MA_10433509g0010	Cluster1
MA_400747g0010	Cluster1
MA_10245991g0010	Cluster1
MA_10234710g0010	Cluster1
MA_10436454g0010	Cluster1
MA_72253g0010	Cluster1
MA_95843g0010	Cluster1
MA_950191g0010	Cluster1
MA_17817g0010	Cluster1
MA_92062g0010	Cluster1
MA_5861492g0010	Cluster1
MA_113013g0010	Cluster1
MA_18996g0010	Cluster1
MA_7822777g0010	Cluster1
MA_68464g0010	Cluster1
MA_96244g0010	Cluster1
MA_17795g0020	Cluster1
MA_108626g0020	Cluster1
MA_99024g0010	Cluster1
MA_239048g0010	Cluster1
MA_110299g0010	Cluster1
MA_10272510g0010	Cluster1
MA_68783g0010	Cluster1
MA_6856247g0010	Cluster1
MA_413765g0010	Cluster1
MA_139200g0010	Cluster1
MA_5084530g0010	Cluster1
MA_9214342g0010	Cluster1
MA_10430537g0010	Cluster1
MA_3787g0010	Cluster1
MA_17791g0010	Cluster1
MA_18496g0010	Cluster1
MA_79644g0020	Cluster1
MA_265718g0010	Cluster1
MA_194736g0010	Cluster1
MA_10074020g0010	Cluster1
MA_13954g0010	Cluster1
MA_129324g0010	Cluster1
MA_10430080g0010	Cluster1
MA_10429867g0010	Cluster1
MA_10426778g0020	Cluster1
MA_172189g0020	Cluster1
MA_10432831g0010	Cluster1
MA_42946g0010	Cluster1
MA_467756g0010	Cluster1
MA_97315g0010	Cluster1
MA_102531g0010	Cluster1
MA_4793572g0010	Cluster1
MA_10433024g0020	Cluster1
MA_61451g0010	Cluster1
MA_74623g0010	Cluster1
MA_10437090g0010	Cluster1
MA_10432240g0020	Cluster1
MA_101764g0010	Cluster1
MA_227599g0010	Cluster1
MA_219029g0010	Cluster1
MA_56313g0010	Cluster1
MA_10431838g0020	Cluster1
MA_10431838g0030	Cluster1
MA_164923g0010	Cluster1
MA_10435872g0010	Cluster1
MA_4997g0010	Cluster1
MA_10436571g0010	Cluster1
MA_4909409g0010	Cluster1
MA_3193g0010	Cluster1
MA_89965g0010	Cluster1
MA_5725043g0010	Cluster1
MA_5364765g0010	Cluster1
MA_10431681g0010	Cluster1
MA_28402g0010	Cluster1
MA_30441g0010	Cluster1
MA_42327g0010	Cluster1
MA_873145g0010	Cluster1
MA_5788506g0010	Cluster1
MA_10429012g0010	Cluster1
MA_10436011g0010	Cluster1
MA_332109g0010	Cluster1
MA_11492g0010	Cluster1
MA_10431982g0010	Cluster1
MA_698620g0010	Cluster1
MA_16731g0010	Cluster1
MA_9992694g0010	Cluster1
MA_26159g0010	Cluster1
MA_9992694g0020	Cluster1
MA_951862g0010	Cluster1
MA_19290g0010	Cluster1
MA_22084g0010	Cluster1
MA_58914g0010	Cluster1
MA_720108g0010	Cluster1
MA_10436437g0020	Cluster1
MA_10435419g0020	Cluster1
MA_10431050g0020	Cluster1
MA_38603g0010	Cluster1
MA_3162g0020	Cluster1
MA_442130g0010	Cluster1
MA_10811g0010	Cluster1
MA_36731g0010	Cluster1
MA_99207g0010	Cluster1
MA_99207g0020	Cluster1
MA_115208g0010	Cluster1
MA_45108g0010	Cluster1
MA_3509g0010	Cluster1
MA_11005g0010	Cluster1
MA_56595g0010	Cluster1
MA_40701g0010	Cluster1
MA_46423g0010	Cluster1
MA_6829664g0010	Cluster1
MA_805240g0010	Cluster1
MA_66734g0010	Cluster1
MA_93170g0020	Cluster1
MA_7517674g0010	Cluster1
MA_794171g0010	Cluster1
MA_46367g0010	Cluster1
MA_2133g0010	Cluster1
MA_89971g0010	Cluster1
MA_10433575g0010	Cluster1
MA_874653g0010	Cluster1
MA_9975855g0010	Cluster1
MA_211183g0010	Cluster1
MA_36585g0020	Cluster1
MA_3860g0010	Cluster1
MA_7432g0010	Cluster1
MA_842892g0010	Cluster1
MA_107221g0010	Cluster1
MA_10427604g0010	Cluster1
MA_116230g0020	Cluster1
MA_6215853g0010	Cluster1
MA_89868g0010	Cluster1
MA_54007g0010	Cluster1
MA_176209g0010	Cluster1
MA_16979g0020	Cluster1
MA_10428790g0010	Cluster1
MA_4331773g0010	Cluster1
MA_10429479g0020	Cluster1
MA_10429479g0010	Cluster1
MA_17498g0010	Cluster1
MA_270919g0010	Cluster1
MA_83286g0010	Cluster1
MA_8565682g0010	Cluster1
MA_10437244g0020	Cluster1
MA_673728g0010	Cluster1
MA_5773601g0010	Cluster1
MA_19365g0010	Cluster1
MA_10430510g0020	Cluster1
MA_117133g0010	Cluster1
MA_75297g0020	Cluster1
MA_114371g0010	Cluster1
MA_101990g0010	Cluster1
MA_8788g0010	Cluster1
MA_10427992g0010	Cluster1
MA_8148g0010	Cluster1
MA_6537908g0010	Cluster1
MA_20117g0010	Cluster1
MA_207141g0010	Cluster1
MA_191396g0020	Cluster1
MA_10429341g0010	Cluster1
MA_101776g0010	Cluster1
MA_10433392g0010	Cluster1
MA_69854g0010	Cluster1
MA_75734g0010	Cluster1
MA_9308767g0010	Cluster1
MA_10436069g0010	Cluster1
MA_75734g0020	Cluster1
MA_7657529g0010	Cluster1
MA_234923g0010	Cluster1
MA_10437131g0020	Cluster1
MA_10429187g0010	Cluster1
MA_10436245g0010	Cluster1
MA_10436550g0010	Cluster1
MA_10021234g0010	Cluster1
MA_128872g0020	Cluster1
MA_39757g0010	Cluster1
MA_10426308g0010	Cluster1
MA_139644g0010	Cluster1
MA_76517g0010	Cluster1
MA_796003g0010	Cluster1
MA_43386g0010	Cluster1
MA_50045g0010	Cluster1
MA_16256g0010	Cluster1
MA_95828g0010	Cluster1
MA_137982g0010	Cluster1
MA_5434g0010	Cluster1
MA_10427013g0010	Cluster1
MA_10433599g0010	Cluster1
MA_536922g0010	Cluster1
MA_135525g0010	Cluster1
MA_25142g0010	Cluster1
MA_195161g0010	Cluster1
MA_285706g0010	Cluster1
MA_10433921g0010	Cluster1
MA_8480271g0010	Cluster1
MA_161578g0010	Cluster1
MA_467865g0010	Cluster1
MA_395g0010	Cluster1
MA_171914g0020	Cluster1
MA_101288g0010	Cluster1
MA_11106g0010	Cluster1
MA_8603g0010	Cluster1
MA_127079g0010	Cluster1
MA_134006g0010	Cluster1
MA_10430001g0010	Cluster1
MA_130871g0010	Cluster1
MA_10076833g0010	Cluster1
MA_10428833g0010	Cluster1
MA_3378961g0010	Cluster1
MA_10426455g0010	Cluster1
MA_10018048g0010	Cluster1
MA_10435507g0010	Cluster1
MA_25336g0010	Cluster1
MA_10436310g0010	Cluster1
MA_277563g0010	Cluster1
MA_10434469g0010	Cluster1
MA_416318g0010	Cluster1
MA_42495g0010	Cluster1
MA_10432462g0020	Cluster1
MA_15580g0010	Cluster1
MA_10434569g0010	Cluster1
MA_16896g0010	Cluster1
MA_3118990g0010	Cluster1
MA_10427487g0020	Cluster1
MA_10436074g0010	Cluster1
MA_92792g0010	Cluster1
MA_16362g0010	Cluster1
MA_12791g0010	Cluster1
MA_9390106g0010	Cluster1
MA_13545g0020	Cluster1
MA_5036474g0010	Cluster1
MA_164507g0010	Cluster1
MA_3992056g0010	Cluster1
MA_117712g0010	Cluster1
MA_33576g0010	Cluster1
MA_433673g0010	Cluster1
MA_10429483g0020	Cluster1
MA_433673g0020	Cluster1
MA_10342276g0010	Cluster1
MA_9016613g0010	Cluster1
MA_295848g0010	Cluster1
MA_74839g0010	Cluster1
MA_129465g0010	Cluster1
MA_9608589g0010	Cluster1
MA_37439g0010	Cluster1
MA_125631g0010	Cluster1
MA_8052g0010	Cluster1
MA_96120g0010	Cluster1
MA_8370633g0010	Cluster1
MA_61304g0010	Cluster1
MA_10430460g0010	Cluster1
MA_2284g0010	Cluster1
MA_10431139g0010	Cluster1
MA_955739g0010	Cluster1
MA_10428715g0010	Cluster1
MA_874956g0010	Cluster1
MA_66164g0010	Cluster1
MA_9835454g0010	Cluster1
MA_106114g0010	Cluster1
MA_60748g0010	Cluster1
MA_24093g0010	Cluster1
MA_10433118g0020	Cluster1
MA_10435999g0020	Cluster1
MA_31373g0010	Cluster1
MA_10435577g0010	Cluster1
MA_15246g0010	Cluster1
MA_16612g0010	Cluster1
MA_8565294g0010	Cluster1
MA_100852g0010	Cluster1
MA_10427299g0010	Cluster1
MA_10433783g0010	Cluster1
MA_10431772g0010	Cluster1
MA_6412g0010	Cluster1
MA_10435265g0020	Cluster1
MA_5279581g0010	Cluster1
MA_5534226g0010	Cluster1
MA_10426056g0010	Cluster1
MA_68697g0010	Cluster1
MA_107159g0010	Cluster1
MA_116982g0010	Cluster1
MA_10431002g0010	Cluster1
MA_10428383g0010	Cluster1
MA_9065834g0010	Cluster1
MA_114098g0010	Cluster1
MA_10432638g0010	Cluster1
MA_6888g0010	Cluster1
MA_53351g0010	Cluster1
MA_908240g0010	Cluster1
MA_10432283g0020	Cluster1
MA_10430978g0010	Cluster1
MA_4761105g0010	Cluster1
MA_5829g0010	Cluster1
MA_5995472g0010	Cluster1
MA_6341004g0010	Cluster1
MA_10193198g0010	Cluster1
MA_29029g0010	Cluster1
MA_207985g0010	Cluster1
MA_6208606g0010	Cluster1
MA_24475g0010	Cluster1
MA_992082g0010	Cluster1
MA_119182g0010	Cluster1
MA_10428103g0010	Cluster1
MA_2436655g0010	Cluster1
MA_300697g0010	Cluster1
MA_8686378g0010	Cluster1
MA_356643g0010	Cluster1
MA_93106g0010	Cluster1
MA_171496g0010	Cluster1
MA_579177g0010	Cluster1
MA_43398g0010	Cluster1
MA_3797554g0010	Cluster1
MA_9453251g0010	Cluster1
MA_79624g0010	Cluster1
MA_703619g0010	Cluster1
MA_439703g0010	Cluster1
MA_95523g0010	Cluster1
MA_10434624g0020	Cluster1
MA_10434624g0010	Cluster1
MA_761361g0010	Cluster1
MA_138939g0010	Cluster1
MA_10431941g0020	Cluster1
MA_10648g0010	Cluster1
MA_10426642g0010	Cluster1
MA_10428468g0040	Cluster1
MA_7943470g0010	Cluster1
MA_60617g0010	Cluster1
MA_191639g0010	Cluster1
MA_10428952g0010	Cluster1
MA_16264g0010	Cluster1
MA_100802g0020	Cluster1
MA_10430069g0010	Cluster1
MA_433817g0010	Cluster1
MA_10435971g0010	Cluster1
MA_136527g0010	Cluster1
MA_128g0010	Cluster1
MA_49593g0010	Cluster1
MA_73834g0010	Cluster1
MA_10426350g0020	Cluster1
MA_407656g0010	Cluster1
MA_29857g0020	Cluster1
MA_10293408g0010	Cluster1
MA_10429508g0010	Cluster1
MA_10436438g0010	Cluster1
MA_746158g0010	Cluster1
MA_90778g0010	Cluster1
MA_10436750g0010	Cluster1
MA_56805g0010	Cluster1
MA_10433067g0010	Cluster1
MA_19757g0010	Cluster1
MA_27769g0010	Cluster1
MA_2065g0020	Cluster1
MA_10434654g0010	Cluster1
MA_10436698g0010	Cluster1
MA_769502g0010	Cluster1
MA_77321g0010	Cluster1
MA_39329g0010	Cluster1
MA_50023g0010	Cluster1
MA_10431443g0010	Cluster1
MA_72677g0010	Cluster1
MA_10430611g0010	Cluster1
MA_10430437g0010	Cluster1
MA_25569g0020	Cluster1
MA_79290g0010	Cluster1
MA_10431049g0010	Cluster1
MA_948089g0010	Cluster1
MA_49315g0010	Cluster1
MA_10435811g0010	Cluster1
MA_10148419g0010	Cluster1
MA_10431453g0010	Cluster1
MA_66442g0010	Cluster1
MA_491735g0010	Cluster1
MA_18697g0010	Cluster1
MA_6511916g0010	Cluster1
MA_9182156g0010	Cluster1
MA_746222g0010	Cluster1
MA_130300g0010	Cluster1
MA_10339816g0010	Cluster1
MA_10426075g0010	Cluster1
MA_3424968g0010	Cluster1
MA_918048g0010	Cluster1
MA_10431833g0010	Cluster1
MA_401500g0010	Cluster1
MA_10426693g0010	Cluster1
MA_492347g0010	Cluster1
MA_6640328g0010	Cluster1
MA_10429303g0020	Cluster1
MA_10123705g0010	Cluster1
MA_18165g0010	Cluster1
MA_165845g0010	Cluster1
MA_738434g0010	Cluster1
MA_10427170g0010	Cluster1
MA_10435379g0010	Cluster1
MA_115755g0010	Cluster1
MA_20353g0010	Cluster1
MA_268790g0020	Cluster1
MA_10426244g0010	Cluster1
MA_179438g0010	Cluster1
MA_958973g0010	Cluster1
MA_481649g0010	Cluster1
MA_10201791g0010	Cluster1
MA_10430537g0020	Cluster1
MA_183086g0010	Cluster1
MA_7570476g0010	Cluster1
MA_93977g0010	Cluster1
MA_1191g0010	Cluster1
MA_264606g0010	Cluster1
MA_54864g0010	Cluster1
MA_4143g0010	Cluster1
MA_10426376g0010	Cluster1
MA_52903g0010	Cluster1
MA_52903g0020	Cluster1
MA_809519g0010	Cluster1
MA_9412363g0010	Cluster1
MA_578029g0010	Cluster1
MA_83446g0010	Cluster1
MA_2126824g0010	Cluster1
MA_8798614g0010	Cluster1
MA_4395g0010	Cluster1
MA_8084490g0010	Cluster1
MA_100154g0010	Cluster1
MA_10284226g0010	Cluster1
MA_18050g0020	Cluster1
MA_32640g0010	Cluster1
MA_10115334g0010	Cluster1
MA_3784949g0010	Cluster1
MA_6565573g0010	Cluster1
MA_10433608g0010	Cluster1
MA_19715g0010	Cluster1
MA_600569g0010	Cluster1
MA_386600g0010	Cluster1
MA_17503g0020	Cluster1
MA_10428023g0010	Cluster1
MA_85917g0010	Cluster1
MA_218803g0010	Cluster1
MA_10183934g0010	Cluster1
MA_102288g0010	Cluster1
MA_10143671g0010	Cluster1
MA_429144g0010	Cluster1
MA_707199g0010	Cluster1
MA_8606633g0010	Cluster1
MA_10437199g0010	Cluster1
MA_10429005g0010	Cluster1
MA_132683g0020	Cluster1
MA_34612g0010	Cluster1
MA_10431167g0010	Cluster1
MA_98378g0010	Cluster1
MA_10427706g0010	Cluster1
MA_500435g0010	Cluster1
MA_10434724g0010	Cluster1
MA_332069g0010	Cluster1
MA_10433791g0020	Cluster1
MA_599566g0010	Cluster1
MA_4324817g0010	Cluster1
MA_10436516g0010	Cluster1
MA_8065g0010	Cluster1
MA_38565g0010	Cluster1
MA_9957372g0010	Cluster1
MA_10427464g0030	Cluster1
MA_24642g0020	Cluster1
MA_7175126g0010	Cluster1
MA_126765g0010	Cluster1
MA_7482819g0010	Cluster1
MA_10433499g0020	Cluster1
MA_10435811g0020	Cluster1
MA_104694g0010	Cluster1
MA_411136g0010	Cluster1
MA_919101g0010	Cluster1
MA_127596g0010	Cluster1
MA_10816g0010	Cluster1
MA_40975g0010	Cluster1
MA_29396g0010	Cluster1
MA_3602329g0010	Cluster1
MA_10432174g0010	Cluster1
MA_10435497g0010	Cluster1
MA_7164645g0010	Cluster1
MA_6179g0010	Cluster1
MA_39698g0010	Cluster1
MA_199409g0010	Cluster1
MA_10426496g0010	Cluster1
MA_10427475g0010	Cluster1
MA_41533g0010	Cluster1
MA_10278819g0010	Cluster1
MA_10435722g0010	Cluster1
MA_10434165g0010	Cluster1
MA_8758266g0010	Cluster1
MA_120498g0010	Cluster1
MA_9762678g0010	Cluster1
MA_27017g0010	Cluster1
MA_102175g0010	Cluster1
MA_219331g0010	Cluster1
MA_10429436g0020	Cluster1
MA_161683g0020	Cluster1
MA_47453g0010	Cluster1
MA_9844312g0010	Cluster1
MA_10106735g0010	Cluster1
MA_4495443g0010	Cluster1
MA_422396g0010	Cluster1
MA_8416538g0010	Cluster1
MA_56689g0010	Cluster1
MA_74093g0010	Cluster1
MA_10428792g0010	Cluster1
MA_40388g0010	Cluster1
MA_10435313g0010	Cluster1
MA_263120g0010	Cluster1
MA_2008g0010	Cluster1
MA_5664g0010	Cluster1
MA_4671g0010	Cluster1
MA_85760g0010	Cluster1
MA_32466g0010	Cluster1
MA_10429541g0010	Cluster1
MA_132338g0010	Cluster1
MA_443549g0010	Cluster1
MA_10431068g0010	Cluster1
MA_12747g0010	Cluster1
MA_2461920g0010	Cluster1
MA_445017g0010	Cluster1
MA_6724677g0010	Cluster1
MA_274997g0010	Cluster1
MA_102706g0010	Cluster1
MA_10430007g0010	Cluster1
MA_4379g0010	Cluster1
MA_15962g0010	Cluster1
MA_649709g0010	Cluster1
MA_40046g0020	Cluster1
MA_9408507g0010	Cluster1
MA_10430920g0030	Cluster1
MA_7514124g0010	Cluster1
MA_10182631g0010	Cluster1
MA_4686976g0010	Cluster1
MA_120753g0010	Cluster1
MA_10432806g0010	Cluster1
MA_88595g0020	Cluster1
MA_223201g0010	Cluster1
MA_89825g0010	Cluster1
MA_27512g0010	Cluster1
MA_1829g0010	Cluster1
MA_124630g0010	Cluster1
MA_10426052g0010	Cluster1
MA_10431579g0010	Cluster1
MA_9107g0010	Cluster1
MA_619033g0010	Cluster1
MA_4063g0010	Cluster1
MA_10426093g0020	Cluster1
MA_10421669g0010	Cluster1
MA_139640g0010	Cluster1
MA_141906g0010	Cluster1
MA_276043g0010	Cluster1
MA_10430430g0010	Cluster1
MA_10428222g0020	Cluster1
MA_77198g0010	Cluster1
MA_8117g0010	Cluster1
MA_788301g0010	Cluster1
MA_57146g0020	Cluster1
MA_10428165g0010	Cluster1
MA_10429999g0020	Cluster1
MA_9489300g0010	Cluster1
MA_10435702g0020	Cluster1
MA_2430322g0010	Cluster1
MA_37764g0030	Cluster1
MA_125470g0010	Cluster1
MA_10428163g0010	Cluster1
MA_59492g0010	Cluster1
MA_10431638g0010	Cluster1
MA_139924g0010	Cluster1
MA_173921g0010	Cluster1
MA_8947543g0010	Cluster1
MA_10427566g0010	Cluster1
MA_10431164g0010	Cluster1
MA_10432340g0010	Cluster1
MA_961150g0010	Cluster1
MA_178794g0010	Cluster1
MA_865g0010	Cluster1
MA_199775g0010	Cluster1
MA_19116g0010	Cluster1
MA_81028g0010	Cluster1
MA_10433243g0010	Cluster1
MA_17949g0010	Cluster1
MA_10426288g0010	Cluster1
