gene	cluster
MA_10436939g0010	Cluster11
MA_888494g0010	Cluster11
MA_10426928g0010	Cluster11
MA_7016698g0010	Cluster11
MA_825007g0010	Cluster11
MA_10436182g0010	Cluster11
MA_10429802g0010	Cluster11
MA_5690862g0010	Cluster11
MA_114968g0020	Cluster11
MA_103421g0020	Cluster11
MA_10436380g0020	Cluster11
MA_101128g0010	Cluster11
MA_10428493g0020	Cluster11
MA_10436380g0010	Cluster11
MA_6632765g0010	Cluster11
MA_4006295g0010	Cluster11
MA_10431676g0010	Cluster11
MA_19190g0010	Cluster11
MA_360126g0010	Cluster11
MA_805205g0020	Cluster11
MA_10432898g0010	Cluster11
MA_5097848g0010	Cluster11
MA_10388756g0020	Cluster11
MA_364086g0010	Cluster11
MA_933575g0010	Cluster11
MA_80227g0010	Cluster11
MA_155098g0010	Cluster11
MA_10430222g0010	Cluster11
MA_7601083g0010	Cluster11
MA_14965g0010	Cluster11
MA_14965g0020	Cluster11
MA_922179g0010	Cluster11
MA_516g0010	Cluster11
MA_193057g0010	Cluster11
MA_7592456g0010	Cluster11
MA_10426250g0010	Cluster11
MA_10433345g0020	Cluster11
MA_10433345g0010	Cluster11
MA_11163g0010	Cluster11
MA_62687g0010	Cluster11
MA_6821760g0010	Cluster11
MA_10435139g0010	Cluster11
MA_69167g0010	Cluster11
MA_8638817g0010	Cluster11
MA_8631471g0010	Cluster11
MA_393147g0010	Cluster11
MA_10426590g0010	Cluster11
MA_2134318g0010	Cluster11
MA_9118954g0010	Cluster11
MA_10429145g0010	Cluster11
MA_407343g0010	Cluster11
MA_10434081g0010	Cluster11
MA_96036g0010	Cluster11
MA_29752g0020	Cluster11
MA_10430098g0010	Cluster11
MA_10431964g0010	Cluster11
MA_10426044g0010	Cluster11
MA_148982g0010	Cluster11
MA_130250g0010	Cluster11
MA_8861979g0010	Cluster11
MA_7829497g0010	Cluster11
MA_10436281g0010	Cluster11
MA_137442g0010	Cluster11
MA_10430404g0010	Cluster11
MA_10430359g0020	Cluster11
MA_347677g0010	Cluster11
MA_348027g0010	Cluster11
MA_76426g0010	Cluster11
MA_5821182g0010	Cluster11
MA_407468g0010	Cluster11
MA_112515g0010	Cluster11
MA_464165g0010	Cluster11
MA_956443g0010	Cluster11
MA_10436669g0010	Cluster11
MA_354015g0010	Cluster11
MA_88581g0010	Cluster11
MA_23282g0010	Cluster11
MA_9194269g0010	Cluster11
MA_10431973g0010	Cluster11
MA_10331728g0010	Cluster11
MA_10078744g0010	Cluster11
MA_487655g0010	Cluster11
MA_10435279g0010	Cluster11
MA_3726853g0010	Cluster11
MA_10433235g0010	Cluster11
MA_99592g0010	Cluster11
MA_9588259g0010	Cluster11
MA_10426404g0010	Cluster11
MA_10433374g0010	Cluster11
MA_137303g0010	Cluster11
MA_638532g0010	Cluster11
MA_10428201g0010	Cluster11
MA_25375g0010	Cluster11
MA_10435021g0010	Cluster11
MA_810832g0010	Cluster11
MA_10432870g0010	Cluster11
MA_10432870g0020	Cluster11
MA_10434143g0010	Cluster11
MA_473177g0010	Cluster11
MA_36123g0010	Cluster11
MA_10428201g0020	Cluster11
MA_777685g0010	Cluster11
MA_10195553g0010	Cluster11
MA_19558g0010	Cluster11
MA_9387586g0010	Cluster11
MA_6776087g0010	Cluster11
MA_8182573g0010	Cluster11
MA_9239704g0010	Cluster11
MA_631760g0010	Cluster11
MA_390667g0010	Cluster11
MA_7260666g0010	Cluster11
MA_9561610g0010	Cluster11
MA_10432360g0030	Cluster11
MA_138670g0010	Cluster11
MA_83g0010	Cluster11
MA_10428716g0010	Cluster11
MA_161237g0010	Cluster11
MA_79011g0010	Cluster11
MA_117131g0010	Cluster11
MA_10426913g0010	Cluster11
MA_10432772g0010	Cluster11
MA_10204888g0010	Cluster11
MA_10427375g0010	Cluster11
MA_782408g0010	Cluster11
MA_304159g0010	Cluster11
MA_99679g0010	Cluster11
MA_10433205g0010	Cluster11
MA_10239065g0010	Cluster11
MA_57841g0010	Cluster11
MA_6661624g0010	Cluster11
MA_1524444g0010	Cluster11
MA_10436662g0010	Cluster11
MA_10436830g0010	Cluster11
MA_375754g0020	Cluster11
MA_10428936g0010	Cluster11
MA_481097g0010	Cluster11
MA_8516716g0010	Cluster11
MA_78295g0010	Cluster11
MA_371748g0010	Cluster11
MA_212337g0010	Cluster11
MA_953686g0010	Cluster11
MA_10297492g0010	Cluster11
MA_1341909g0010	Cluster11
MA_10430977g0020	Cluster11
MA_1978413g0010	Cluster11
MA_10428595g0010	Cluster11
MA_9990796g0010	Cluster11
MA_8198061g0010	Cluster11
MA_379605g0010	Cluster11
MA_713386g0010	Cluster11
MA_22423g0010	Cluster11
MA_333998g0010	Cluster11
MA_38358g0010	Cluster11
MA_10432709g0010	Cluster11
MA_10436306g0010	Cluster11
MA_10427845g0020	Cluster11
MA_10427441g0010	Cluster11
MA_182632g0010	Cluster11
MA_7655857g0010	Cluster11
MA_227118g0010	Cluster11
MA_16420g0020	Cluster11
MA_3249g0010	Cluster11
MA_416714g0010	Cluster11
MA_10329242g0010	Cluster11
MA_2713011g0010	Cluster11
MA_135328g0010	Cluster11
MA_10432379g0020	Cluster11
MA_10235009g0010	Cluster11
MA_450177g0010	Cluster11
MA_1587g0010	Cluster11
MA_98602g0010	Cluster11
MA_10426768g0010	Cluster11
MA_9080600g0010	Cluster11
MA_140058g0010	Cluster11
MA_5378609g0010	Cluster11
MA_6782990g0010	Cluster11
MA_9437597g0010	Cluster11
MA_44271g0010	Cluster11
MA_10428851g0010	Cluster11
MA_10432451g0010	Cluster11
MA_7297699g0010	Cluster11
MA_1074823g0010	Cluster11
MA_179676g0010	Cluster11
MA_9462913g0010	Cluster11
MA_10436039g0010	Cluster11
MA_10226584g0010	Cluster11
MA_918722g0010	Cluster11
MA_76350g0010	Cluster11
MA_4803432g0010	Cluster11
MA_10437191g0010	Cluster11
MA_10431262g0010	Cluster11
MA_10435439g0010	Cluster11
MA_668521g0010	Cluster11
MA_9598545g0010	Cluster11
MA_10011579g0010	Cluster11
MA_10430435g0010	Cluster11
MA_230982g0010	Cluster11
MA_1558069g0010	Cluster11
MA_5880643g0010	Cluster11
MA_314050g0010	Cluster11
MA_128310g0010	Cluster11
MA_10427275g0010	Cluster11
MA_218370g0010	Cluster11
MA_7617132g0010	Cluster11
MA_10435859g0010	Cluster11
MA_6975350g0010	Cluster11
MA_8918399g0010	Cluster11
MA_74291g0010	Cluster11
MA_57200g0010	Cluster11
MA_9829097g0010	Cluster11
MA_183122g0010	Cluster11
MA_164052g0010	Cluster11
MA_915294g0010	Cluster11
MA_10267291g0010	Cluster11
MA_166153g0010	Cluster11
MA_698119g0010	Cluster11
MA_8903227g0010	Cluster11
MA_133024g0020	Cluster11
MA_172901g0010	Cluster11
MA_49336g0010	Cluster11
MA_473874g0010	Cluster11
MA_889815g0010	Cluster11
MA_2352237g0010	Cluster11
MA_78267g0010	Cluster11
MA_175697g0010	Cluster11
MA_2059350g0010	Cluster11
MA_10344908g0010	Cluster11
MA_10429061g0010	Cluster11
MA_51867g0010	Cluster11
MA_10436540g0020	Cluster11
MA_259471g0010	Cluster11
MA_9263159g0010	Cluster11
MA_10436000g0010	Cluster11
MA_10433576g0020	Cluster11
MA_10435703g0010	Cluster11
MA_409075g0010	Cluster11
MA_165810g0010	Cluster11
MA_6491994g0010	Cluster11
MA_203596g0010	Cluster11
MA_390528g0010	Cluster11
MA_218396g0010	Cluster11
MA_10430329g0010	Cluster11
MA_29081g0010	Cluster11
MA_10427195g0010	Cluster11
MA_331702g0010	Cluster11
MA_10428576g0010	Cluster11
MA_443647g0010	Cluster11
MA_70464g0010	Cluster11
MA_5804213g0010	Cluster11
MA_10197676g0010	Cluster11
MA_10429625g0010	Cluster11
MA_9406334g0010	Cluster11
MA_678290g0010	Cluster11
MA_376653g0010	Cluster11
MA_123298g0010	Cluster11
MA_162641g0010	Cluster11
MA_10432037g0020	Cluster11
MA_10429902g0010	Cluster11
MA_6309867g0010	Cluster11
MA_10430728g0010	Cluster11
MA_90791g0010	Cluster11
MA_7227611g0010	Cluster11
MA_10265000g0010	Cluster11
MA_10427232g0020	Cluster11
MA_53109g0010	Cluster11
MA_18664g0010	Cluster11
MA_10436082g0010	Cluster11
MA_762648g0020	Cluster11
MA_214989g0010	Cluster11
MA_10436167g0010	Cluster11
MA_17399g0010	Cluster11
MA_10308489g0010	Cluster11
MA_813314g0010	Cluster11
MA_10330901g0010	Cluster11
MA_7018841g0010	Cluster11
MA_5417084g0010	Cluster11
MA_4800661g0010	Cluster11
MA_10426033g0010	Cluster11
MA_26069g0010	Cluster11
MA_3002717g0010	Cluster11
MA_611975g0010	Cluster11
MA_159216g0010	Cluster11
MA_10429734g0010	Cluster11
MA_10428892g0010	Cluster11
MA_10426028g0010	Cluster11
MA_10430067g0010	Cluster11
MA_57399g0020	Cluster11
MA_8484251g0010	Cluster11
MA_7584530g0010	Cluster11
MA_10338313g0010	Cluster11
MA_51652g0010	Cluster11
MA_10432259g0010	Cluster11
MA_84859g0010	Cluster11
MA_10431322g0010	Cluster11
MA_53639g0020	Cluster11
MA_7513659g0010	Cluster11
MA_482767g0010	Cluster11
MA_6029961g0010	Cluster11
MA_130567g0010	Cluster11
MA_9923120g0010	Cluster11
MA_420984g0010	Cluster11
MA_348118g0010	Cluster11
MA_10100497g0010	Cluster11
MA_169181g0010	Cluster11
MA_10429548g0010	Cluster11
MA_10338186g0010	Cluster11
MA_10434677g0010	Cluster11
MA_267974g0010	Cluster11
MA_4549g0010	Cluster11
MA_945093g0020	Cluster11
MA_10435473g0040	Cluster11
MA_793618g0010	Cluster11
MA_58473g0010	Cluster11
MA_225923g0010	Cluster11
MA_482771g0010	Cluster11
MA_10078741g0010	Cluster11
MA_127794g0010	Cluster11
MA_82688g0020	Cluster11
MA_10366675g0010	Cluster11
MA_9349189g0010	Cluster11
MA_5662994g0010	Cluster11
MA_185331g0020	Cluster11
MA_10426082g0010	Cluster11
MA_4463033g0010	Cluster11
MA_73742g0010	Cluster11
MA_98727g0020	Cluster11
MA_101965g0010	Cluster11
MA_2198786g0010	Cluster11
MA_178073g0010	Cluster11
MA_639632g0010	Cluster11
MA_379082g0010	Cluster11
MA_50159g0020	Cluster11
MA_25065g0010	Cluster11
MA_6857938g0010	Cluster11
MA_9940923g0010	Cluster11
MA_142175g0010	Cluster11
MA_10436742g0010	Cluster11
MA_10432153g0010	Cluster11
MA_40333g0010	Cluster11
MA_10425937g0020	Cluster11
MA_4551106g0010	Cluster11
MA_10434308g0010	Cluster11
MA_36943g0010	Cluster11
MA_10428204g0010	Cluster11
MA_211681g0010	Cluster11
MA_18382g0010	Cluster11
MA_9838325g0010	Cluster11
MA_57381g0010	Cluster11
MA_9114192g0010	Cluster11
MA_232404g0010	Cluster11
MA_10426692g0020	Cluster11
MA_10089894g0010	Cluster11
MA_125759g0010	Cluster11
MA_93885g0010	Cluster11
MA_9594844g0010	Cluster11
MA_10358g0010	Cluster11
MA_10430668g0010	Cluster11
MA_306941g0010	Cluster11
MA_1045991g0010	Cluster11
MA_111465g0010	Cluster11
MA_10432037g0010	Cluster11
MA_8726g0010	Cluster11
MA_331201g0010	Cluster11
MA_96139g0010	Cluster11
MA_5207312g0010	Cluster11
MA_7609850g0010	Cluster11
MA_26170g0010	Cluster11
MA_955617g0010	Cluster11
MA_153574g0010	Cluster11
MA_124590g0010	Cluster11
MA_10430288g0020	Cluster11
MA_10434488g0010	Cluster11
MA_10435874g0010	Cluster11
MA_296653g0010	Cluster11
MA_9868477g0010	Cluster11
MA_161180g0010	Cluster11
MA_10436163g0010	Cluster11
MA_203759g0020	Cluster11
MA_185925g0010	Cluster11
MA_205724g0010	Cluster11
MA_2235109g0010	Cluster11
MA_261256g0010	Cluster11
MA_136029g0010	Cluster11
MA_194302g0010	Cluster11
MA_40074g0010	Cluster11
MA_10434673g0010	Cluster11
MA_179257g0010	Cluster11
MA_184440g0010	Cluster11
MA_9473571g0010	Cluster11
MA_10061089g0010	Cluster11
MA_10195080g0010	Cluster11
MA_19225g0010	Cluster11
MA_646875g0010	Cluster11
MA_10309429g0010	Cluster11
MA_10426016g0010	Cluster11
MA_10433959g0010	Cluster11
MA_106581g0010	Cluster11
MA_14857g0010	Cluster11
MA_134489g0020	Cluster11
MA_479624g0010	Cluster11
MA_75216g0010	Cluster11
MA_712558g0010	Cluster11
MA_8431g0010	Cluster11
MA_43846g0010	Cluster11
MA_10426041g0010	Cluster11
MA_463555g0010	Cluster11
MA_490893g0010	Cluster11
MA_10435916g0010	Cluster11
MA_134886g0010	Cluster11
MA_801328g0010	Cluster11
MA_353156g0010	Cluster11
MA_144377g0010	Cluster11
MA_10428939g0020	Cluster11
MA_65093g0010	Cluster11
MA_10427232g0010	Cluster11
MA_5555165g0010	Cluster11
MA_804195g0010	Cluster11
MA_2680385g0010	Cluster11
MA_169139g0010	Cluster11
MA_107659g0010	Cluster11
MA_40200g0010	Cluster11
MA_1075877g0010	Cluster11
MA_903281g0010	Cluster11
MA_10369116g0010	Cluster11
MA_120979g0010	Cluster11
MA_10435475g0010	Cluster11
MA_10426117g0010	Cluster11
MA_344156g0020	Cluster11
MA_10429462g0020	Cluster11
MA_11292g0010	Cluster11
MA_138753g0010	Cluster11
MA_7458870g0010	Cluster11
MA_61800g0020	Cluster11
MA_667274g0010	Cluster11
MA_6193226g0010	Cluster11
MA_1046420g0010	Cluster11
MA_46622g0010	Cluster11
MA_177181g0010	Cluster11
MA_77731g0010	Cluster11
MA_5092564g0010	Cluster11
MA_7411654g0010	Cluster11
MA_14319g0020	Cluster11
MA_462059g0010	Cluster11
MA_996855g0010	Cluster11
MA_55086g0010	Cluster11
MA_430684g0030	Cluster11
MA_313496g0010	Cluster11
MA_259061g0010	Cluster11
MA_10432548g0020	Cluster11
MA_76720g0010	Cluster11
MA_10436102g0010	Cluster11
MA_262991g0010	Cluster11
MA_5053586g0010	Cluster11
MA_5655794g0010	Cluster11
MA_882907g0010	Cluster11
MA_896041g0010	Cluster11
MA_238779g0010	Cluster11
MA_57678g0020	Cluster11
MA_9942560g0010	Cluster11
MA_10436339g0010	Cluster11
MA_42471g0010	Cluster11
MA_5883042g0010	Cluster11
MA_10134770g0010	Cluster11
MA_9980772g0010	Cluster11
MA_503287g0010	Cluster11
MA_10425768g0020	Cluster11
MA_10425881g0030	Cluster11
MA_211710g0010	Cluster11
MA_365031g0010	Cluster11
MA_10434420g0010	Cluster11
MA_234040g0010	Cluster11
MA_485554g0010	Cluster11
MA_674082g0010	Cluster11
MA_53288g0010	Cluster11
MA_10102211g0010	Cluster11
MA_10430118g0010	Cluster11
MA_219500g0010	Cluster11
MA_1553360g0010	Cluster11
MA_427202g0010	Cluster11
MA_63002g0010	Cluster11
MA_263561g0010	Cluster11
MA_10428224g0010	Cluster11
MA_9829813g0010	Cluster11
MA_3605079g0010	Cluster11
MA_10435795g0010	Cluster11
MA_10356314g0020	Cluster11
MA_10356314g0010	Cluster11
MA_10325523g0010	Cluster11
MA_60828g0010	Cluster11
MA_6872694g0010	Cluster11
MA_255812g0010	Cluster11
MA_10429540g0020	Cluster11
MA_6891298g0010	Cluster11
MA_10434896g0010	Cluster11
MA_933534g0010	Cluster11
MA_9691974g0010	Cluster11
MA_221777g0010	Cluster11
MA_170828g0010	Cluster11
MA_116510g0010	Cluster11
MA_10434271g0010	Cluster11
MA_118798g0010	Cluster11
MA_10265451g0010	Cluster11
MA_10434809g0010	Cluster11
MA_43172g0010	Cluster11
MA_3561489g0010	Cluster11
MA_10435687g0010	Cluster11
MA_452248g0010	Cluster11
MA_10437144g0010	Cluster11
MA_3489843g0010	Cluster11
MA_499517g0010	Cluster11
MA_10388439g0010	Cluster11
MA_7358702g0010	Cluster11
MA_8264428g0010	Cluster11
MA_218844g0010	Cluster11
MA_33996g0010	Cluster11
MA_261655g0010	Cluster11
MA_4137775g0010	Cluster11
MA_9976032g0010	Cluster11
MA_10427343g0010	Cluster11
MA_915990g0010	Cluster11
MA_16198g0010	Cluster11
MA_830675g0010	Cluster11
MA_622084g0010	Cluster11
MA_43384g0010	Cluster11
MA_96691g0010	Cluster11
MA_10047900g0010	Cluster11
MA_8182573g0020	Cluster11
MA_10283151g0010	Cluster11
MA_640862g0010	Cluster11
MA_324353g0010	Cluster11
MA_3802273g0010	Cluster11
MA_10260477g0010	Cluster11
MA_7257713g0010	Cluster11
MA_802073g0010	Cluster11
MA_162552g0020	Cluster11
MA_218517g0010	Cluster11
MA_8753143g0010	Cluster11
MA_3545535g0010	Cluster11
MA_32857g0010	Cluster11
MA_4992g0010	Cluster11
MA_95729g0010	Cluster11
MA_216440g0010	Cluster11
MA_3135188g0010	Cluster11
MA_10430671g0010	Cluster11
MA_2141g0010	Cluster11
MA_10142568g0010	Cluster11
MA_85363g0010	Cluster11
MA_8546153g0010	Cluster11
MA_961018g0010	Cluster11
MA_24329g0010	Cluster11
MA_49028g0030	Cluster11
MA_6701442g0010	Cluster11
MA_24161g0010	Cluster11
MA_14477g0010	Cluster11
MA_8571658g0010	Cluster11
MA_901207g0010	Cluster11
MA_700325g0010	Cluster11
MA_10432416g0010	Cluster11
MA_15689g0010	Cluster11
MA_10435772g0020	Cluster11
MA_54260g0020	Cluster11
MA_1659985g0010	Cluster11
MA_3758666g0010	Cluster11
MA_6672601g0010	Cluster11
MA_5144269g0010	Cluster11
MA_870509g0010	Cluster11
MA_702551g0010	Cluster11
MA_156532g0010	Cluster11
MA_5285928g0010	Cluster11
MA_8431623g0010	Cluster11
MA_13647g0010	Cluster11
MA_332197g0010	Cluster11
MA_10431491g0010	Cluster11
MA_7142599g0010	Cluster11
MA_10435323g0010	Cluster11
MA_7411854g0010	Cluster11
MA_10428901g0010	Cluster11
MA_10429966g0010	Cluster11
MA_10200277g0020	Cluster11
MA_7312556g0020	Cluster11
MA_326538g0010	Cluster11
MA_7929538g0010	Cluster11
MA_131293g0010	Cluster11
MA_158635g0010	Cluster11
MA_10434954g0010	Cluster11
MA_1585g0020	Cluster11
MA_86419g0010	Cluster11
MA_10435470g0020	Cluster11
MA_9506764g0010	Cluster11
MA_137284g0010	Cluster11
MA_10382688g0020	Cluster11
MA_186385g0010	Cluster11
MA_50477g0010	Cluster11
MA_166297g0010	Cluster11
MA_56062g0010	Cluster11
MA_3813981g0010	Cluster11
MA_10428935g0010	Cluster11
MA_10426800g0010	Cluster11
MA_899469g0010	Cluster11
MA_10434601g0020	Cluster11
MA_149535g0010	Cluster11
MA_18676g0010	Cluster11
MA_37576g0010	Cluster11
MA_15892g0010	Cluster11
MA_10436463g0010	Cluster11
MA_6439969g0010	Cluster11
MA_3405695g0010	Cluster11
MA_40145g0010	Cluster11
MA_639305g0010	Cluster11
MA_438557g0010	Cluster11
MA_10427026g0010	Cluster11
MA_10426287g0010	Cluster11
MA_218274g0010	Cluster11
MA_283365g0010	Cluster11
MA_46536g0010	Cluster11
MA_128615g0010	Cluster11
MA_2703622g0010	Cluster11
MA_8480333g0010	Cluster11
MA_85988g0010	Cluster11
MA_96750g0010	Cluster11
MA_65259g0010	Cluster11
MA_60924g0010	Cluster11
MA_8810994g0010	Cluster11
MA_56806g0010	Cluster11
MA_907815g0010	Cluster11
MA_10430230g0020	Cluster11
MA_1127885g0010	Cluster11
MA_10428394g0010	Cluster11
MA_21431g0010	Cluster11
MA_1457g0010	Cluster11
MA_34383g0010	Cluster11
MA_16094g0010	Cluster11
MA_509g0010	Cluster11
MA_876548g0010	Cluster11
MA_1115157g0010	Cluster11
MA_10431052g0020	Cluster11
MA_60904g0010	Cluster11
MA_9729719g0010	Cluster11
MA_10436032g0010	Cluster11
MA_8240997g0010	Cluster11
MA_69164g0010	Cluster11
MA_8177575g0010	Cluster11
MA_10426165g0010	Cluster11
MA_68496g0010	Cluster11
MA_10333105g0010	Cluster11
MA_498317g0010	Cluster11
MA_9111704g0010	Cluster11
MA_5785604g0010	Cluster11
MA_19913g0010	Cluster11
MA_174859g0010	Cluster11
MA_788921g0010	Cluster11
MA_402760g0010	Cluster11
MA_110448g0020	Cluster11
MA_12334g0010	Cluster11
MA_12334g0020	Cluster11
MA_1844g0010	Cluster11
MA_354827g0010	Cluster11
MA_69712g0010	Cluster11
MA_10429620g0010	Cluster11
MA_3678884g0010	Cluster11
MA_87403g0010	Cluster11
MA_10426151g0010	Cluster11
MA_171278g0010	Cluster11
MA_10430019g0020	Cluster11
MA_10431108g0010	Cluster11
MA_102960g0020	Cluster11
MA_3890g0010	Cluster11
MA_528303g0010	Cluster11
MA_4631221g0010	Cluster11
MA_425409g0010	Cluster11
MA_14381g0010	Cluster11
MA_10427966g0010	Cluster11
MA_19838g0010	Cluster11
MA_115369g0010	Cluster11
MA_609878g0010	Cluster11
MA_460502g0010	Cluster11
MA_169845g0010	Cluster11
MA_10434607g0010	Cluster11
MA_10365477g0010	Cluster11
MA_10032819g0010	Cluster11
MA_101601g0010	Cluster11
MA_8135762g0010	Cluster11
MA_166785g0010	Cluster11
MA_20580g0020	Cluster11
MA_9467g0010	Cluster11
MA_62768g0010	Cluster11
MA_3574g0010	Cluster11
MA_10340722g0010	Cluster11
MA_10436860g0030	Cluster11
MA_10435774g0010	Cluster11
MA_184059g0010	Cluster11
MA_102236g0010	Cluster11
MA_19111g0010	Cluster11
MA_5193544g0010	Cluster11
MA_127096g0010	Cluster11
MA_9698193g0010	Cluster11
MA_9457876g0010	Cluster11
MA_34887g0010	Cluster11
MA_5156780g0010	Cluster11
MA_2287295g0010	Cluster11
MA_8369664g0010	Cluster11
MA_63637g0010	Cluster11
MA_165486g0030	Cluster11
MA_46124g0010	Cluster11
MA_500429g0010	Cluster11
MA_9989787g0010	Cluster11
MA_8100679g0010	Cluster11
MA_180280g0010	Cluster11
MA_287840g0010	Cluster11
MA_86777g0010	Cluster11
MA_10428659g0010	Cluster11
MA_10426204g0010	Cluster11
MA_474045g0010	Cluster11
MA_10311002g0010	Cluster11
MA_281476g0010	Cluster11
MA_18231g0010	Cluster11
MA_10433418g0010	Cluster11
MA_177623g0010	Cluster11
MA_5886g0010	Cluster11
MA_10433540g0010	Cluster11
MA_115509g0010	Cluster11
MA_531047g0010	Cluster11
MA_292053g0010	Cluster11
MA_160206g0010	Cluster11
MA_163467g0010	Cluster11
MA_10430985g0010	Cluster11
MA_296237g0020	Cluster11
MA_18918g0010	Cluster11
MA_8760260g0020	Cluster11
MA_10368764g0010	Cluster11
MA_6391232g0010	Cluster11
MA_135861g0010	Cluster11
MA_37262g0010	Cluster11
MA_10230413g0010	Cluster11
MA_4388027g0010	Cluster11
MA_2472g0010	Cluster11
MA_106270g0010	Cluster11
MA_8134842g0010	Cluster11
MA_14078g0010	Cluster11
MA_940284g0010	Cluster11
MA_10434388g0010	Cluster11
MA_126444g0010	Cluster11
MA_10433076g0010	Cluster11
MA_9813792g0010	Cluster11
MA_10433670g0020	Cluster11
MA_166845g0020	Cluster11
MA_33214g0010	Cluster11
MA_6160451g0010	Cluster11
MA_10433492g0010	Cluster11
MA_93028g0010	Cluster11
MA_10426317g0010	Cluster11
MA_25267g0010	Cluster11
MA_10434432g0010	Cluster11
MA_265972g0010	Cluster11
MA_10434499g0010	Cluster11
MA_10292745g0010	Cluster11
MA_10436541g0010	Cluster11
MA_329413g0010	Cluster11
MA_674039g0010	Cluster11
MA_3354348g0010	Cluster11
MA_48992g0010	Cluster11
MA_26575g0010	Cluster11
MA_8847149g0010	Cluster11
MA_10427181g0010	Cluster11
MA_7545917g0010	Cluster11
MA_12756g0010	Cluster11
MA_1464g0010	Cluster11
MA_4827452g0010	Cluster11
MA_598524g0010	Cluster11
MA_7972828g0010	Cluster11
MA_36627g0010	Cluster11
MA_7560124g0010	Cluster11
MA_10436549g0020	Cluster11
MA_10349694g0010	Cluster11
MA_18548g0010	Cluster11
MA_584078g0010	Cluster11
MA_115620g0010	Cluster11
MA_5850213g0010	Cluster11
MA_6482807g0010	Cluster11
MA_4804919g0010	Cluster11
MA_99930g0010	Cluster11
MA_8951673g0010	Cluster11
MA_10428897g0020	Cluster11
MA_11893g0010	Cluster11
MA_10430171g0010	Cluster11
MA_10436936g0010	Cluster11
MA_7576081g0010	Cluster11
MA_250281g0010	Cluster11
MA_31936g0010	Cluster11
MA_8599676g0010	Cluster11
MA_10432175g0010	Cluster11
MA_900729g0010	Cluster11
MA_167185g0010	Cluster11
MA_9721034g0010	Cluster11
MA_93790g0010	Cluster11
MA_42658g0010	Cluster11
MA_6412364g0010	Cluster11
MA_985876g0010	Cluster11
MA_867474g0010	Cluster11
MA_10223584g0010	Cluster11
MA_10435452g0010	Cluster11
MA_10435793g0010	Cluster11
MA_9815697g0010	Cluster11
MA_811078g0010	Cluster11
MA_114288g0010	Cluster11
MA_2588g0010	Cluster11
MA_4974833g0010	Cluster11
MA_10429579g0010	Cluster11
MA_10426478g0010	Cluster11
MA_962683g0010	Cluster11
MA_114722g0010	Cluster11
MA_9493939g0010	Cluster11
MA_10283775g0010	Cluster11
MA_737390g0010	Cluster11
MA_10426519g0010	Cluster11
MA_10434266g0040	Cluster11
MA_10434333g0020	Cluster11
G5_1	Cluster11
MA_168609g0010	Cluster11
MA_52915g0010	Cluster11
MA_225012g0010	Cluster11
MA_7066810g0010	Cluster11
MA_10435544g0010	Cluster11
MA_10430821g0010	Cluster11
MA_65339g0010	Cluster11
MA_245541g0010	Cluster11
MA_10427464g0010	Cluster11
MA_10429591g0010	Cluster11
MA_10432066g0010	Cluster11
MA_10428216g0020	Cluster11
MA_8741625g0010	Cluster11
MA_1132847g0010	Cluster11
MA_37751g0010	Cluster11
MA_6268g0010	Cluster11
MA_476218g0010	Cluster11
MA_10437269g0010	Cluster11
MA_35335g0010	Cluster11
MA_2209381g0010	Cluster11
MA_17258g0030	Cluster11
MA_4338g0030	Cluster11
MA_10425866g0010	Cluster11
MA_127038g0010	Cluster11
MA_10199543g0020	Cluster11
MA_6495981g0010	Cluster11
MA_10189965g0010	Cluster11
MA_360074g0010	Cluster11
MA_179105g0010	Cluster11
MA_284876g0010	Cluster11
MA_10426431g0010	Cluster11
MA_10329611g0010	Cluster11
MA_8762g0010	Cluster11
MA_501406g0010	Cluster11
MA_9722203g0010	Cluster11
MA_98642g0010	Cluster11
MA_459670g0010	Cluster11
MA_15398g0030	Cluster11
MA_1073999g0010	Cluster11
MA_10428759g0010	Cluster11
MA_10426028g0020	Cluster11
MA_9070629g0010	Cluster11
MA_10435709g0020	Cluster11
MA_42081g0020	Cluster11
MA_169150g0010	Cluster11
MA_445567g0010	Cluster11
MA_9720735g0010	Cluster11
MA_9990169g0010	Cluster11
MA_10081171g0010	Cluster11
MA_91334g0010	Cluster11
MA_248112g0010	Cluster11
MA_525044g0010	Cluster11
MA_10306125g0010	Cluster11
MA_556878g0010	Cluster11
MA_6091g0020	Cluster11
MA_10427032g0010	Cluster11
MA_112301g0010	Cluster11
MA_10434601g0010	Cluster11
MA_10171437g0010	Cluster11
MA_15013g0010	Cluster11
MA_10064839g0010	Cluster11
MA_46347g0010	Cluster11
MA_387688g0010	Cluster11
MA_9094542g0010	Cluster11
MA_549709g0010	Cluster11
MA_10433813g0010	Cluster11
MA_272241g0010	Cluster11
MA_5009111g0010	Cluster11
MA_2123775g0010	Cluster11
MA_9913196g0010	Cluster11
MA_9108027g0010	Cluster11
MA_4774071g0010	Cluster11
MA_258444g0010	Cluster11
MA_76459g0010	Cluster11
MA_10109059g0010	Cluster11
MA_198743g0010	Cluster11
MA_10144952g0010	Cluster11
MA_7104776g0010	Cluster11
MA_10663g0010	Cluster11
MA_319037g0010	Cluster11
MA_162940g0010	Cluster11
MA_10426093g0030	Cluster11
MA_36763g0010	Cluster11
MA_10430478g0010	Cluster11
MA_10425881g0010	Cluster11
